userId,date,hour,powerAmount, price 
8878,13-Feb-19,,154.664,3.5
8878,14-Feb-19,,231.996,3.5
8878,15-Feb-19,,193.33,3.5
8878,16-Feb-19,,173.997,3.5
8878,17-Feb-19,,212.663,3.5
8878,18-Feb-19,,154.664,3.5
8878,19-Feb-19,,231.996,3.5
8878,20-Feb-19,,193.33,3.5
8878,21-Feb-19,,173.997,3.5
8878,22-Feb-19,,212.663,3.5
8878,23-Feb-19,,154.664,3.5
8878,24-Feb-19,,231.996,3.5
8878,25-Feb-19,,193.33,3.5
8878,26-Feb-19,,173.997,3.5
8878,27-Feb-19,,212.663,3.5
8878,28-Feb-19,,154.664,3.5
8878,1-Mar-19,,231.996,3.5
7513,1-Jan-19,,212.663,3.5
7513,2-Jan-19,,191.3967,3.5
7513,3-Jan-19,,233.9293,3.5
7513,4-Jan-19,,170.1304,3.5
7513,5-Jan-19,,255.1956,3.5
7513,6-Jan-19,,212.663,3.5
7513,7-Jan-19,,191.3967,3.5
7513,8-Jan-19,,233.9293,3.5
7513,9-Jan-19,,170.1304,3.5
7513,10-Jan-19,,255.1956,3.5
7513,11-Jan-19,,212.663,3.5
7513,12-Jan-19,,191.3967,3.5
7513,13-Jan-19,,233.9293,3.5
7513,14-Jan-19,,170.1304,3.5
7513,15-Jan-19,,255.1956,3.5
7513,16-Jan-19,,212.663,3.5
7513,17-Jan-19,,191.3967,3.5
7513,18-Jan-19,,233.9293,3.5
7513,19-Jan-19,,170.1304,3.5
7513,20-Jan-19,,255.1956,3.5
7513,21-Jan-19,,212.663,3.5
7513,22-Jan-19,,191.3967,3.5
7513,23-Jan-19,,233.9293,3.5
7513,24-Jan-19,,170.1304,3.5
7513,25-Jan-19,,255.1956,3.5
7513,26-Jan-19,,212.663,3.5
7513,27-Jan-19,,191.3967,3.5
7513,28-Jan-19,,233.9293,3.5
7513,29-Jan-19,,170.1304,3.5
7513,30-Jan-19,,255.1956,3.5
7513,31-Jan-19,,212.663,3.5
7513,1-Feb-19,,191.3967,3.5
7513,2-Feb-19,,233.9293,3.5
7513,3-Feb-19,,170.1304,3.5
7513,4-Feb-19,,255.1956,3.5
7513,5-Feb-19,,212.663,3.5
7513,6-Feb-19,,191.3967,3.5
7513,7-Feb-19,,233.9293,3.5
7513,8-Feb-19,,170.1304,3.5
7513,9-Feb-19,,255.1956,3.5
7513,10-Feb-19,,212.663,3.5
7513,11-Feb-19,,191.3967,3.5
7513,12-Feb-19,,233.9293,3.5
7513,13-Feb-19,,170.1304,3.5
7513,14-Feb-19,,255.1956,3.5
7513,15-Feb-19,,212.663,3.5
7513,16-Feb-19,,191.3967,3.5
7513,17-Feb-19,,233.9293,3.5
7513,18-Feb-19,,170.1304,3.5
7513,19-Feb-19,,255.1956,3.5
7513,20-Feb-19,,212.663,3.5
7513,21-Feb-19,,191.3967,3.5
7513,22-Feb-19,,233.9293,3.5
7513,23-Feb-19,,170.1304,3.5
7513,24-Feb-19,,255.1956,3.5
7513,25-Feb-19,,212.663,3.5
7513,26-Feb-19,,191.3967,3.5
7513,27-Feb-19,,233.9293,3.5
7513,28-Feb-19,,170.1304,3.5
7513,1-Mar-19,,255.1956,3.5
1530,1-Jan-19,,168.00377,3.5
1530,2-Jan-19,,151.203393,3.5
1530,3-Jan-19,,184.804147,3.5
1530,4-Jan-19,,134.403016,3.5
1530,5-Jan-19,,201.604524,3.5
1530,6-Jan-19,,168.00377,3.5
1530,7-Jan-19,,151.203393,3.5
1530,8-Jan-19,,184.804147,3.5
1530,9-Jan-19,,134.403016,3.5
1530,10-Jan-19,,201.604524,3.5
1530,11-Jan-19,,168.00377,3.5
1530,12-Jan-19,,151.203393,3.5
1530,13-Jan-19,,184.804147,3.5
1530,14-Jan-19,,134.403016,3.5
1530,15-Jan-19,,201.604524,3.5
1530,16-Jan-19,,168.00377,3.5
1530,17-Jan-19,,151.203393,3.5
1530,18-Jan-19,,184.804147,3.5
1530,19-Jan-19,,134.403016,3.5
1530,20-Jan-19,,201.604524,3.5
1530,21-Jan-19,,168.00377,3.5
1530,22-Jan-19,,151.203393,3.5
1530,23-Jan-19,,184.804147,3.5
1530,24-Jan-19,,134.403016,3.5
1530,25-Jan-19,,201.604524,3.5
1530,26-Jan-19,,168.00377,3.5
1530,27-Jan-19,,151.203393,3.5
1530,28-Jan-19,,184.804147,3.5
1530,29-Jan-19,,134.403016,3.5
1530,30-Jan-19,,201.604524,3.5
1530,31-Jan-19,,168.00377,3.5
1530,1-Feb-19,,151.203393,3.5
1530,2-Feb-19,,184.804147,3.5
1530,3-Feb-19,,134.403016,3.5
1530,4-Feb-19,,201.604524,3.5
1530,5-Feb-19,,168.00377,3.5
1530,6-Feb-19,,151.203393,3.5
1530,7-Feb-19,,184.804147,3.5
1530,8-Feb-19,,134.403016,3.5
1530,9-Feb-19,,201.604524,3.5
1530,10-Feb-19,,168.00377,3.5
1530,11-Feb-19,,151.203393,3.5
1530,12-Feb-19,,184.804147,3.5
1530,13-Feb-19,,134.403016,3.5
1530,14-Feb-19,,201.604524,3.5
1530,15-Feb-19,,168.00377,3.5
1530,16-Feb-19,,151.203393,3.5
1530,17-Feb-19,,184.804147,3.5
1530,18-Feb-19,,134.403016,3.5
1530,19-Feb-19,,201.604524,3.5
1530,20-Feb-19,,168.00377,3.5
1530,21-Feb-19,,151.203393,3.5
1530,22-Feb-19,,184.804147,3.5
1530,23-Feb-19,,134.403016,3.5
1530,24-Feb-19,,201.604524,3.5
1530,25-Feb-19,,168.00377,3.5
1530,26-Feb-19,,151.203393,3.5
